Text,Label
"I keep imagining the worst possible outcome, even when things seem fine.",Anxiety
"My heart races before every phone call, even casual ones.",Anxiety
I can’t stop overthinking what I said in that conversation yesterday.,Anxiety
Every little noise makes me jump lately.,Anxiety
I feel like something bad is about to happen all the time.,Anxiety
"I constantly second-guess myself, even with simple choices.",Anxiety
"My mind won’t stop spiraling, especially at night.",Anxiety
I worry about things that others seem to ignore.,Anxiety
"I feel tense all the time, like I’m bracing for something.",Anxiety
I hate uncertainty — it makes me feel out of control.,Anxiety
I don’t feel excited about anything anymore.,Depression
Getting out of bed feels like a chore lately.,Depression
I’ve stopped enjoying the things I used to love.,Depression
I feel numb most of the day.,Depression
Even the smallest tasks feel overwhelming now.,Depression
I feel like I’m just going through the motions.,Depression
I don’t see the point in trying anymore.,Depression
I sleep too much but still feel exhausted.,Depression
I feel like a burden to everyone around me.,Depression
My appetite has completely changed for no reason.,Depression
I get distracted halfway through every task I start.,ADHD( Attention deficit hyperactivity disorder)
My mind jumps from one thing to another constantly.,ADHD( Attention deficit hyperactivity disorder)
I can't sit still during meetings—it drives me crazy.,ADHD( Attention deficit hyperactivity disorder)
I keep misplacing my phone even when it's right next to me.,ADHD( Attention deficit hyperactivity disorder)
I zone out during conversations without realizing it.,ADHD( Attention deficit hyperactivity disorder)
Deadlines sneak up on me no matter how hard I try to plan.,ADHD( Attention deficit hyperactivity disorder)
I start projects with excitement but rarely finish them.,ADHD( Attention deficit hyperactivity disorder)
I interrupt people without meaning to—it just blurts out.,ADHD( Attention deficit hyperactivity disorder)
I feel like my thoughts are racing in ten directions at once.,ADHD( Attention deficit hyperactivity disorder)
I forget what I was about to do the moment I stand up.,ADHD( Attention deficit hyperactivity disorder)
Some days I feel invincible; other days I can’t get out of bed.,Bipolar Disorder
I go from super productive to totally drained within a week.,Bipolar Disorder
I sometimes go on shopping sprees and regret it later.,Bipolar Disorder
There are nights I don’t sleep and still feel full of energy.,Bipolar Disorder
I feel like I’m either flying or drowning—there’s no in-between.,Bipolar Disorder
"I talk rapidly and jump between topics when I’m ""up.""",Bipolar Disorder
"I feel incredibly creative and inspired, then it all disappears.",Bipolar Disorder
I can’t explain how my energy vanishes for no reason.,Bipolar Disorder
"I write pages of ideas one week, and then hate all of them the next.",Bipolar Disorder
I feel overly confident about things I later realize were risky.,Bipolar Disorder
I hate when people suddenly change plans on me—it really throws me off,Autism Spectrum Disorder (ASD)
I don’t always understand sarcasm or jokes.,Autism Spectrum Disorder (ASD)
Too many noises at once make my brain feel scrambled.,Autism Spectrum Disorder (ASD)
I avoid eye contact without even realizing it.,Autism Spectrum Disorder (ASD)
Group conversations are exhausting—I can't keep up.,Autism Spectrum Disorder (ASD)
I memorize scripts for social interactions.,Autism Spectrum Disorder (ASD)
Bright lights make me super uncomfortable.,Autism Spectrum Disorder (ASD)
I get obsessed with one topic for weeks or months.,Autism Spectrum Disorder (ASD)
It's hard to tell what someone is really feeling from their face.,Autism Spectrum Disorder (ASD)
I stim by tapping my fingers or rocking back and forth.,Autism Spectrum Disorder (ASD)
"I wash my hands until they bleed, just to feel “clean enough.”",Obsessive-Compulsive Disorder (OCD)
"If I don’t check the door three times, I panic all day.",Obsessive-Compulsive Disorder (OCD)
My thoughts tell me something bad will happen if I don’t follow a ritual.,Obsessive-Compulsive Disorder (OCD)
I can’t step on sidewalk cracks without feeling intense anxiety.,Obsessive-Compulsive Disorder (OCD)
I repeat prayers in my head to cancel out bad thoughts.,Obsessive-Compulsive Disorder (OCD)
I get stuck counting objects over and over.,Obsessive-Compulsive Disorder (OCD)
I rewrite sentences multiple times until they “feel right.”,Obsessive-Compulsive Disorder (OCD)
I have to arrange items symmetrically or I get overwhelmed.,Obsessive-Compulsive Disorder (OCD)
I worry I’ll accidentally hurt someone even though I never would.,Obsessive-Compulsive Disorder (OCD)
I clean my room obsessively but never feel satisfied.,Obsessive-Compulsive Disorder (OCD)
"I hear voices telling me things, even when I’m alone.",Schizophrenia
Sometimes I feel like the TV is sending me secret messages.,Schizophrenia
"People are watching me, I just know it.",Schizophrenia
I can’t tell what’s real anymore.,Schizophrenia
My thoughts feel like they’re being controlled by someone else.,Schizophrenia
I have trouble understanding what others are saying—it doesn’t make sense.,Schizophrenia
I think the government is monitoring my thoughts.,Schizophrenia
My brain feels like it’s full of static.,Schizophrenia
I feel disconnected from my body.,Schizophrenia
"I don’t trust anyone, not even my family.",Schizophrenia
Loud noises make me panic—they remind me of what happened.,Post-Traumatic Stress Disorder (PTSD)
I keep having flashbacks to that day.,Post-Traumatic Stress Disorder (PTSD)
I avoid going near that street—it brings back too much.,Post-Traumatic Stress Disorder (PTSD)
I wake up sweating from nightmares.,Post-Traumatic Stress Disorder (PTSD)
My heart races whenever I hear something similar to that sound.,Post-Traumatic Stress Disorder (PTSD)
"I try not to think about it, but it keeps coming back.",Post-Traumatic Stress Disorder (PTSD)
I feel numb most of the time.,Post-Traumatic Stress Disorder (PTSD)
I get startled really easily now.,Post-Traumatic Stress Disorder (PTSD)
"I can’t stop scanning for threats, even when I’m safe.",Post-Traumatic Stress Disorder (PTSD)
I don’t feel like myself anymore.,Post-Traumatic Stress Disorder (PTSD)
I skipped lunch again today—I just wasn’t hungry,Eating Disorder
I feel so guilty whenever I eat something with sugar.,Eating Disorder
Sometimes I make myself throw up after big meals.,Eating Disorder
I weigh myself five times a day.,Eating Disorder
I don't eat in front of others anymore.,Eating Disorder
I've memorized the calorie counts of everything I eat.,Eating Disorder
"Even when I’m starving, I force myself to wait longer.",Eating Disorder
I avoid social gatherings where food is involved.,Eating Disorder
I can't stop thinking about food all day long.,Eating Disorder
I skipped lunch again today—I just wasn’t hungry,Eating Disorder
I’ve been checking my email every two minutes just to make sure I didn’t miss anything.,Anxiety
I replay conversations in my head over and over.,Anxiety
I feel a lump in my throat when I try to relax.,Anxiety
I can’t concentrate because I’m constantly worrying about what’s next.,Anxiety
I avoid making plans because I worry I’ll mess them up.,Anxiety
Even small mistakes make me feel panicked.,Anxiety
"I’m always on edge, like something’s about to go wrong.",Anxiety
I find it hard to breathe when I’m thinking about the future.,Anxiety
I keep rehearsing worst-case scenarios in my mind.,Anxiety
I get physically sick from worrying too much,Anxiety
I avoid people because I don’t want to bring them down.,Depression
I cry without really knowing why.,Depression
I feel like I’m stuck in a dark place I can’t get out of.,Depression
Nothing feels real or meaningful anymore.,Depression
I feel disconnected from everyone and everything.,Depression
I can’t remember the last time I felt happy.,Depression
I pretend to be okay even though I’m not.,Depression
I feel guilty for not being “strong enough” to feel better.,Depression
I stare at the wall for hours without realizing it.,Depression
I feel like I’m failing at life.,Depression
I lose track of time and end up rushing everything.,ADHD( Attention deficit hyperactivity disorder)
"Even in quiet settings, my brain feels loud and chaotic.",ADHD( Attention deficit hyperactivity disorder)
I have ten browser tabs open and can’t focus on any.,ADHD( Attention deficit hyperactivity disorder)
"I bounce my legs or tap fingers constantly, I can’t stop.",ADHD( Attention deficit hyperactivity disorder)
Reading books is hard—I re-read the same page often.,ADHD( Attention deficit hyperactivity disorder)
I get overwhelmed by simple organizational tasks.,ADHD( Attention deficit hyperactivity disorder)
My room turns into a mess no matter how much I clean.,ADHD( Attention deficit hyperactivity disorder)
I struggle to remember appointments and plans.,ADHD( Attention deficit hyperactivity disorder)
I speak without thinking and regret it later.,ADHD( Attention deficit hyperactivity disorder)
I can’t focus unless there’s a looming deadline.,ADHD( Attention deficit hyperactivity disorder)
Sometimes I take on too many projects at once.,Bipolar Disorder
I get irritated when people try to slow me down during highs.,Bipolar Disorder
My emotions feel like a rollercoaster I can’t control.,Bipolar Disorder
I’ve made major life decisions in a moment of excitement.,Bipolar Disorder
I’ve gone days without sleeping and still felt amazing.,Bipolar Disorder
"When I'm low, I can’t find any joy in the things I love.",Bipolar Disorder
Sometimes I isolate myself for days without telling anyone.,Bipolar Disorder
I feel like I’m not myself half the time.,Bipolar Disorder
People say I change too fast—they don’t understand it.,Bipolar Disorder
I have periods where I write or create nonstop.,Bipolar Disorder
I don’t like it when someone touches me unexpectedly.,Autism Spectrum Disorder (ASD)
I’d rather stick to the same routine every day.,Autism Spectrum Disorder (ASD)
I talk a lot about things I love and forget to ask questions.,Autism Spectrum Disorder (ASD)
I find loud cafeterias or classrooms overwhelming.,Autism Spectrum Disorder (ASD)
I sometimes mimic other people’s speech patterns.,Autism Spectrum Disorder (ASD)
I struggle to filter out background noise.,Autism Spectrum Disorder (ASD)
I take things very literally—it confuses me when people don’t mean what they say.,Autism Spectrum Disorder (ASD)
Transitions between tasks are really difficult for me.,Autism Spectrum Disorder (ASD)
I often feel like I’m watching a conversation instead of being in it.,Autism Spectrum Disorder (ASD)
I zone out in social settings but don’t mean to be rude.,Autism Spectrum Disorder (ASD)
"If someone moves my things, I feel completely thrown off.",Obsessive-Compulsive Disorder (OCD)
I reread messages dozens of times before sending them.,Obsessive-Compulsive Disorder (OCD)
I check the stove every night even if I haven’t cooked.,Obsessive-Compulsive Disorder (OCD)
I avoid using public restrooms due to contamination fears.,Obsessive-Compulsive Disorder (OCD)
I’m haunted by violent or inappropriate thoughts I don’t want.,Obsessive-Compulsive Disorder (OCD)
I repeat certain phrases to “undo” bad luck.,Obsessive-Compulsive Disorder (OCD)
I tap objects in a certain sequence to feel okay.,Obsessive-Compulsive Disorder (OCD)
I ask for constant reassurance that I didn’t do something wrong.,Obsessive-Compulsive Disorder (OCD)
I can't stop thinking about whether I left the lights on.,Obsessive-Compulsive Disorder (OCD)
I redo tasks until they feel “just right.”,Obsessive-Compulsive Disorder (OCD)
I’m terrified of mirrors—they show something that’s not me.,Schizophrenia
I have conversations with people who others say aren’t there.,Schizophrenia
"I believe I’m part of something much bigger, like a secret mission.",Schizophrenia
I find it hard to express myself in words.,Schizophrenia
Sometimes I burst out laughing or crying for no reason.,Schizophrenia
I can’t focus on anything—my mind jumps too fast.,Schizophrenia
I avoid crowded places because I think people are talking about me.,Schizophrenia
I see things moving in the corners of my eyes.,Schizophrenia
My thoughts feel jumbled and scattered,Schizophrenia
I don’t sleep because I’m afraid of what I might see or hear.,Schizophrenia
I avoid people and places that remind me of what happened.,Post-Traumatic Stress Disorder (PTSD)
I can’t talk about it—it’s too painful.,Post-Traumatic Stress Disorder (PTSD)
"I keep seeing it in my mind, like a movie on repeat.",Post-Traumatic Stress Disorder (PTSD)
I feel guilty for surviving.,Post-Traumatic Stress Disorder (PTSD)
I can’t relax—I’m always on edge.,Post-Traumatic Stress Disorder (PTSD)
I get angry without knowing why.,Post-Traumatic Stress Disorder (PTSD)
I isolate myself because no one understands.,Post-Traumatic Stress Disorder (PTSD)
I hate being in crowds—they make me feel trapped.,Post-Traumatic Stress Disorder (PTSD)
"I feel like I’m back there, even though I know I’m not.",Post-Traumatic Stress Disorder (PTSD)
I’m afraid to sleep because the dreams are too real.,Post-Traumatic Stress Disorder (PTSD)
I chew food and spit it out without swallowing.,Eating Disorder
Looking at myself in the mirror makes me angry.,Eating Disorder
I feel worthless after overeating.,Eating Disorder
"I've stopped getting my period, and I know it's from not eating.",Eating Disorder
I feel fat even when people tell me I'm too thin.,Eating Disorder
I plan my meals days in advance to avoid anxiety.,Eating Disorder
I sneak food at night and hide the wrappers.,Eating Disorder
I panic if I miss my workout after a meal.,Eating Disorder
Food is either “good” or “bad” to me—there’s no in between.,Eating Disorder
I lie to my family about what I eat.,Eating Disorder
"I often feel like I’m in danger, even when I’m not.",Anxiety
I can’t sleep because my brain won’t shut off.,Anxiety
I get a sense of dread when I think about the next day.,Anxiety
I avoid people because social situations stress me out.,Anxiety
I fidget constantly to distract myself from nervous thoughts.,Anxiety
I feel the need to be prepared for every little thing.,Anxiety
I double and triple check everything I do.,Anxiety
I have tension headaches almost every day.,Anxiety
I can’t sit still when something is uncertain.,Anxiety
I catastrophize small problems all the time.,Anxiety
I laugh in front of others but feel empty inside.,Depression
It’s hard to believe things will ever get better.,Depression
I feel like I’m invisible to the world.,Depression
I’ve lost all motivation to do anything.,Depression
I keep pushing people away even though I want them close.,Depression
I constantly feel like I’m letting people down.,Depression
I don’t care about the future anymore.,Depression
"I feel hollow, like something is missing inside me.",Depression
"I’m tired all the time, even after a full night’s sleep.",Depression
I don’t feel like I deserve kindness or love.,Depression
I feel like I have to move to think clearly.,ADHD( Attention deficit hyperactivity disorder)
I forget instructions moments after hearing them.,ADHD( Attention deficit hyperactivity disorder)
I get frustrated by how easily I lose focus.,ADHD( Attention deficit hyperactivity disorder)
"I often feel like I’m underachieving, despite trying hard.",ADHD( Attention deficit hyperactivity disorder)
I can’t follow long conversations without zoning out.,ADHD( Attention deficit hyperactivity disorder)
It’s hard for me to finish what I start.,ADHD( Attention deficit hyperactivity disorder)
I leave tasks halfway through when something new interests me.,ADHD( Attention deficit hyperactivity disorder)
"I procrastinate until I panic, then work in a frenzy.",ADHD( Attention deficit hyperactivity disorder)
I get bored very quickly—even with things I like.,ADHD( Attention deficit hyperactivity disorder)
I rely on alarms and sticky notes to function daily.,ADHD( Attention deficit hyperactivity disorder)
I talk more and louder when I’m in a high phase.,Bipolar Disorder
I feel exhausted after a high-energy week without knowing why.,Bipolar Disorder
I’ve quit jobs impulsively during a high and regretted it later.,Bipolar Disorder
"When I’m down, even brushing my teeth feels impossible.",Bipolar Disorder
I go from planning my future in detail to feeling hopeless.,Bipolar Disorder
I sometimes get frustrated when people can’t keep up with my ideas.,Bipolar Disorder
I’ve sent a lot of messages during highs that I later deleted.,Bipolar Disorder
I spend money recklessly during some phases.,Bipolar Disorder
I sometimes feel like I’m too intense for people.,Bipolar Disorder
My relationships suffer because of my mood swings.,Bipolar Disorder
I practice facial expressions in front of a mirror.,Autism Spectrum Disorder (ASD)
Crowded places make me shut down mentally.,Autism Spectrum Disorder (ASD)
I get really interested in patterns or numbers.,Autism Spectrum Disorder (ASD)
I avoid phone calls—they're too unpredictable.,Autism Spectrum Disorder (ASD)
People often say I speak in a “robotic” way.,Autism Spectrum Disorder (ASD)
I prefer texting because I have time to think.,Autism Spectrum Disorder (ASD)
I can spend hours focusing on one specific hobby.,Autism Spectrum Disorder (ASD)
I have trouble reading between the lines in conversations.,Autism Spectrum Disorder (ASD)
"When I'm overwhelmed, I need to be alone to recover.",Autism Spectrum Disorder (ASD)
I’ve been told I don’t show emotion the “normal” way.,Autism Spectrum Disorder (ASD)
I avoid specific numbers because they feel unlucky.,Obsessive-Compulsive Disorder (OCD)
I spend hours aligning things perfectly.,Obsessive-Compulsive Disorder (OCD)
I obsess over germs and carry sanitizer everywhere.,Obsessive-Compulsive Disorder (OCD)
I feel compelled to confess even the smallest mistakes.,Obsessive-Compulsive Disorder (OCD)
I count steps while walking and start over if I mess up.,Obsessive-Compulsive Disorder (OCD)
"I fear I'll say something offensive, even when I haven’t.",Obsessive-Compulsive Disorder (OCD)
"I worry I forgot something crucial, even when I haven’t.",Obsessive-Compulsive Disorder (OCD)
"I organize everything obsessively—books, clothes, files.",Obsessive-Compulsive Disorder (OCD)
I feel like my mind is stuck on a loop.,Obsessive-Compulsive Disorder (OCD)
I triple-check everything before I leave the house.,Obsessive-Compulsive Disorder (OCD)
I feel like I’m losing control of my mind.,Schizophrenia
I keep thinking people are plotting against me.,Schizophrenia
I get confused easily when people talk.,Schizophrenia
It’s hard to tell dreams from reality now.,Schizophrenia
Sometimes I feel like I'm not in my own life.,Schizophrenia
I have trouble organizing my day or following through on tasks.,Schizophrenia
"My head feels noisy, like there’s a constant echo.",Schizophrenia
I don’t know what emotions I’m supposed to feel.,Schizophrenia
I think my neighbors are spying on me.,Schizophrenia
I feel like people are reading my thoughts.,Schizophrenia
I flinch when someone touches me unexpectedly.,Post-Traumatic Stress Disorder (PTSD)
"I don’t feel safe, even in my own home.",Post-Traumatic Stress Disorder (PTSD)
I avoid talking to people because I feel broken.,Post-Traumatic Stress Disorder (PTSD)
I can’t stop blaming myself.,Post-Traumatic Stress Disorder (PTSD)
I keep hearing sounds from that day.,Post-Traumatic Stress Disorder (PTSD)
I feel like I failed to protect the people I care about.,Post-Traumatic Stress Disorder (PTSD)
Certain smells make me feel like it’s all happening again.,Post-Traumatic Stress Disorder (PTSD)
"I pretend I’m okay, but I’m not.",Post-Traumatic Stress Disorder (PTSD)
I get migraines when I try to remember.,Post-Traumatic Stress Disorder (PTSD)
I can’t watch movies with violence anymore.,Post-Traumatic Stress Disorder (PTSD)
I’ve fainted a few times because I skipped meals.,Eating Disorder
I sometimes binge until I feel sick.,Eating Disorder
I avoid carbs like they’re poison.,Eating Disorder
I feel more in control when I’m hungry.,Eating Disorder
I drink excessive water to feel full.,Eating Disorder
I often purge in secret after eating.,Eating Disorder
My relationship with food feels like a war.,Eating Disorder
I've used laxatives to lose weight quickly.,Eating Disorder
I envy people who can eat without guilt.,Eating Disorder
I count almonds to control my portion.,Eating Disorder
I wake up already anxious about things I need to do.,Anxiety
I fear failure so much it stops me from starting anything.,Anxiety
I dread changes in routine because they throw me off balance.,Anxiety
I hate being late — it stresses me out to an extreme.,Anxiety
I get nervous even when I know I’ve done nothing wrong.,Anxiety
I avoid emails or messages because I’m scared of bad news.,Anxiety
I need constant reassurance that I’m doing okay.,Anxiety
I feel uneasy in crowded places.,Anxiety
I freeze when I feel overwhelmed by too many thoughts.,Anxiety
I fear judgment more than I probably should.,Anxiety
"Everything feels too loud, too much, too heavy.",Depression
I haven’t felt like “myself” in weeks.,Depression
I dread waking up each morning.,Depression
I cancel plans because I can’t find the energy to go.,Depression
I feel like I’m fading into the background.,Depression
I miss the version of me that used to be happy.,Depression
I feel trapped in my own head.,Depression
I don’t have the energy to fake being okay anymore.,Depression
I feel like my life is on pause and I can’t hit play.,Depression
I hate how much I hate myself.,Depression
I space out while driving without realizing it.,ADHD( Attention deficit hyperactivity disorder)
I feel “too much energy” but don’t know what to do with it.,ADHD( Attention deficit hyperactivity disorder)
"I forget simple things, like locking the door or turning off the stove.",ADHD( Attention deficit hyperactivity disorder)
I jump from one hobby to another every few weeks.,ADHD( Attention deficit hyperactivity disorder)
I talk really fast and sometimes people can't keep up.,ADHD( Attention deficit hyperactivity disorder)
I avoid paperwork or emails—it overwhelms me.,ADHD( Attention deficit hyperactivity disorder)
I get impatient when others talk slowly.,ADHD( Attention deficit hyperactivity disorder)
I feel restless even when I'm exhausted.,ADHD( Attention deficit hyperactivity disorder)
"I fidget in my seat all the time, even at restaurants.",ADHD( Attention deficit hyperactivity disorder)
I find it hard to follow step-by-step instructions.,ADHD( Attention deficit hyperactivity disorder)
I go through cycles of feeling amazing and then broken.,Bipolar Disorder
I can’t maintain consistency—it feels out of reach.,Bipolar Disorder
I’ve had weeks of non-stop activity followed by silence.,Bipolar Disorder
I feel like two different people depending on the day.,Bipolar Disorder
"I sometimes feel super social, and then I shut off for days.",Bipolar Disorder
I overshare when I’m manic and regret it later.,Bipolar Disorder
I feel overly ambitious and then crash hard.,Bipolar Disorder
I’ve started businesses or big projects out of nowhere.,Bipolar Disorder
Sometimes I act without thinking about consequences.,Bipolar Disorder
I’m very impulsive when I’m feeling high.,Bipolar Disorder
I get anxious when my routine is disrupted.,Autism Spectrum Disorder (ASD)
I’m very sensitive to certain fabrics or textures.,Autism Spectrum Disorder (ASD)
Sometimes I flap my hands or tap objects repeatedly.,Autism Spectrum Disorder (ASD)
"I analyze conversations afterward, wondering what went wrong.",Autism Spectrum Disorder (ASD)
I don’t like unstructured social events.,Autism Spectrum Disorder (ASD)
People say I talk “at” them instead of “with” them.,Autism Spectrum Disorder (ASD)
I often rehearse conversations in my head before they happen.,Autism Spectrum Disorder (ASD)
I feel safer when things follow a predictable order.,Autism Spectrum Disorder (ASD)
"I’ve been called blunt, but I never mean to hurt anyone.",Autism Spectrum Disorder (ASD)
"My interests are very specific, but I love diving deep into them.",Autism Spectrum Disorder (ASD)
I feel immense guilt over things I can’t control.,Obsessive-Compulsive Disorder (OCD)
I mentally replay events trying to figure out if I did something wrong.,Obsessive-Compulsive Disorder (OCD)
I have cleaning rituals that take hours.,Obsessive-Compulsive Disorder (OCD)
I avoid touching doorknobs unless I use my sleeve.,Obsessive-Compulsive Disorder (OCD)
I get panic attacks if I break my rituals.,Obsessive-Compulsive Disorder (OCD)
I have to start tasks over if I’m interrupted.,Obsessive-Compulsive Disorder (OCD)
I feel intense dread if my routine is broken.,Obsessive-Compulsive Disorder (OCD)
I often get stuck in analysis paralysis.,Obsessive-Compulsive Disorder (OCD)
I can’t stop thinking “What if I did something terrible and forgot?”,Obsessive-Compulsive Disorder (OCD)
I feel like I’m constantly “checking my mind” for bad thoughts.,Obsessive-Compulsive Disorder (OCD)
I hear music that no one else can hear.,Schizophrenia
I worry that my food is being poisoned.,Schizophrenia
I often talk to myself out loud to calm down.,Schizophrenia
I forget what I’m doing mid-task.,Schizophrenia
I find it hard to trust my own memories.,Schizophrenia
I think I’m being followed by unknown forces.,Schizophrenia
My vision becomes distorted in certain lights.,Schizophrenia
I feel like I'm being watched through my phone.,Schizophrenia
I keep thinking I have powers others can’t understand.,Schizophrenia
My ideas jump around and are hard to finish.,Schizophrenia
I cry suddenly without knowing why.,Post-Traumatic Stress Disorder (PTSD)
I always sit near exits just in case.,Post-Traumatic Stress Disorder (PTSD)
I can’t trust people easily now.,Post-Traumatic Stress Disorder (PTSD)
I hate surprises—they make me feel threatened.,Post-Traumatic Stress Disorder (PTSD)
I feel like I’m stuck in the past.,Post-Traumatic Stress Disorder (PTSD)
I don’t enjoy anything like I used to.,Post-Traumatic Stress Disorder (PTSD)
I freeze up when someone raises their voice.,Post-Traumatic Stress Disorder (PTSD)
I feel like I’m constantly in danger.,Post-Traumatic Stress Disorder (PTSD)
I worry that something bad will happen again.,Post-Traumatic Stress Disorder (PTSD)
I’m tired of pretending I’m fine.,Post-Traumatic Stress Disorder (PTSD)
I think about food more than anything else.,Eating Disorder
I get anxious if someone serves me more than I expected.,Eating Disorder
My day feels ruined if I eat something “unplanned.”,Eating Disorder
I cancel plans if I overeat earlier in the day.,Eating Disorder
I often skip meals as punishment.,Eating Disorder
I stare at others eating and feel jealous.,Eating Disorder
I sometimes cry after eating something I “shouldn’t.”,Eating Disorder
I scroll through diet tips for hours every night.,Eating Disorder
I use clothing size to determine if I had a good week.,Eating Disorder
I feel more confident when I'm hungry.,Eating Disorder
"I always expect things to go badly, even without reason.",Anxiety
I constantly try to predict what people are thinking.,Anxiety
I panic when I lose control over something.,Anxiety
I can’t enjoy the moment because I’m too focused on what might go wrong.,Anxiety
I feel drained from constantly being on high alert.,Anxiety
I talk too fast when I’m nervous and don’t even realize it.,Anxiety
I keep imagining situations where I embarrass myself.,Anxiety
I avoid starting new things because I’m scared of messing up.,Anxiety
"I worry people secretly dislike me, even with no evidence.",Anxiety
I feel like my nerves are always buzzing.,Anxiety
I scroll endlessly to distract myself from how I feel.,Depression
I feel like nothing I do matters in the end.,Depression
I stare at my ceiling every night feeling completely empty.,Depression
"I keep hoping tomorrow I’ll feel better, but I never do.",Depression
I feel like I’m carrying a weight no one else can see.,Depression
I’m losing interest in talking to anyone.,Depression
I wish I could just disappear for a while.,Depression
It feels like I’m stuck in slow motion.,Depression
I can’t even recognize myself anymore.,Depression
"Sometimes I just lie there thinking, “What’s the point?”",Depression
I open apps and forget why I opened them.,ADHD( Attention deficit hyperactivity disorder)
I need background noise to concentrate—but then it distracts me.,ADHD( Attention deficit hyperactivity disorder)
I make impulsive purchases and regret them later.,ADHD( Attention deficit hyperactivity disorder)
I avoid boring tasks until they become urgent.,ADHD( Attention deficit hyperactivity disorder)
I feel disorganized no matter how hard I try.,ADHD( Attention deficit hyperactivity disorder)
I get frustrated by rules or structure.,ADHD( Attention deficit hyperactivity disorder)
I forget names and dates easily.,ADHD( Attention deficit hyperactivity disorder)
I lose my train of thought mid-sentence.,ADHD( Attention deficit hyperactivity disorder)
I multitask badly—I just switch between things rapidly.,ADHD( Attention deficit hyperactivity disorder)
I constantly feel like I’m forgetting something.,ADHD( Attention deficit hyperactivity disorder)
"During lows, I question everything about myself.",Bipolar Disorder
I stop responding to messages when I'm down.,Bipolar Disorder
I sometimes think I can fix everything—then nothing.,Bipolar Disorder
My mind races with ideas at 3am when I’m up.,Bipolar Disorder
I say things I regret when my moods shift.,Bipolar Disorder
I feel emotionally drained even after nothing happens.,Bipolar Disorder
I feel restless even during exhaustion.,Bipolar Disorder
I lose control of my sleep patterns easily.,Bipolar Disorder
I go from overly confident to deeply insecure.,Bipolar Disorder
"My highs feel amazing, but the crashes are brutal.",Bipolar Disorder
I need advance notice for changes—I hate surprises.,Autism Spectrum Disorder (ASD)
I notice tiny details others seem to miss.,Autism Spectrum Disorder (ASD)
My face doesn’t always match how I feel inside.,Autism Spectrum Disorder (ASD)
Sometimes I repeat words or phrases under my breath.,Autism Spectrum Disorder (ASD)
I don’t understand small talk—it feels pointless.,Autism Spectrum Disorder (ASD)
"I struggle with facial recognition, even for familiar people.",Autism Spectrum Disorder (ASD)
I get very attached to certain objects or routines.,Autism Spectrum Disorder (ASD)
I need to mentally prepare for social interactions.,Autism Spectrum Disorder (ASD)
I enjoy solitude more than being with people.,Autism Spectrum Disorder (ASD)
"I’ve always felt different, like I’m on a different wavelength.",Autism Spectrum Disorder (ASD)
I avoid knives or sharp objects in case I lose control.,Obsessive-Compulsive Disorder (OCD)
I ask others to confirm my memory of things.,Obsessive-Compulsive Disorder (OCD)
I worry about being contaminated by touching certain people.,Obsessive-Compulsive Disorder (OCD)
"I fear I’ve lied, even when I know I haven’t.",Obsessive-Compulsive Disorder (OCD)
I can’t focus on work until everything around me is in order.,Obsessive-Compulsive Disorder (OCD)
I spend hours cleaning one item just to be sure it’s safe.,Obsessive-Compulsive Disorder (OCD)
"I sometimes lose sleep over needing to redo something ""correctly.""",Obsessive-Compulsive Disorder (OCD)
I dread using public places due to obsessive thoughts.,Obsessive-Compulsive Disorder (OCD)
"I feel controlled by my routines, but I can’t stop them.",Obsessive-Compulsive Disorder (OCD)
I hate how much time I waste trying to “fix” my thoughts.,Obsessive-Compulsive Disorder (OCD)
I can’t always understand facial expressions.,Schizophrenia
Sometimes I believe I’m someone else entirely.,Schizophrenia
I cover mirrors because they frighten me.,Schizophrenia
I fear that my thoughts are not my own.,Schizophrenia
I often speak in ways others say don’t make sense.,Schizophrenia
I hear people calling my name when no one’s around.,Schizophrenia
I can’t tell if something actually happened or I imagined it.,Schizophrenia
I get scared by things others don’t see.,Schizophrenia
I feel completely detached from the world.,Schizophrenia
I think my phone is sending my thoughts to others.,Schizophrenia
I feel disconnected from my body.,Post-Traumatic Stress Disorder (PTSD)
I keep reliving the trauma in my head.,Post-Traumatic Stress Disorder (PTSD)
I push people away to protect myself.,Post-Traumatic Stress Disorder (PTSD)
"I can’t remember parts of the event, and that scares me.",Post-Traumatic Stress Disorder (PTSD)
I feel like I don’t deserve to be happy.,Post-Traumatic Stress Disorder (PTSD)
I wish I could forget everything.,Post-Traumatic Stress Disorder (PTSD)
I hate when people say “just move on.”,Post-Traumatic Stress Disorder (PTSD)
I zone out and lose track of time.,Post-Traumatic Stress Disorder (PTSD)
I’m always bracing for the worst.,Post-Traumatic Stress Disorder (PTSD)
I feel broken in ways no one can see.,Post-Traumatic Stress Disorder (PTSD)
I think being thin will solve all my problems.,Eating Disorder
I worry people are judging me if I eat too much.,Eating Disorder
I refuse to eat what I didn’t cook myself.,Eating Disorder
I feel a sense of failure after every meal.,Eating Disorder
I sometimes hide food in my room.,Eating Disorder
I follow fitness influencers obsessively.,Eating Disorder
I celebrate weight loss more than any achievement.,Eating Disorder
I hate how I look even when I lose weight.,Eating Disorder
I fear gaining even a single pound.,Eating Disorder
I wish I could just eat like a “normal” person.,Eating Disorder
